代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,量比,今开,最高,最低,昨收,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,市盈率动,市盈率TTM,市盈率静,市净率,每股收益,每股净资产,每股公积金,每股未分配利润,加权净资产收益率,毛利率,资产负债率,营业收入,营业收入同比增长,归属净利润,归属净利润同比增长,报告期,总股本,已流通股份,总市值,流通市值,所处行业,上市时间
688686,奥普特,88.35,-0.07,-0.06,6192.0,54615358.0,1.93,0.51,0.68,88.41,89.0,87.29,88.41,-0.05,-0.19,-14.76,16.85,46.66,78.93,79.26,3.66,0.473329559,24.12997159,13.877626499856,9.010457882208,1.96,62.6976489579,9.5405324509,267728001.48,18.0896157894,57857653.98,0.969821405809,2025-03-31,122235455.0,122235455.0,10799502449.0,10799502449.0,仪器仪表,2020-12-31
688685,迈信林,55.91,-3.09,-1.78,52806.0,296982401.0,5.62,3.63,1.36,57.99,58.35,55.11,57.69,-0.04,0.05,-19.26,68.45,50.2,104.16,178.53,10.21,0.278461956,5.477590736,2.731715737114,1.536625998449,5.27,64.2408918463,69.7030412507,188173923.58,168.8161475253,40495794.15,407.616255553092,2025-03-31,145426667.0,145426667.0,8130804952.0,8130804952.0,航天航空,2021-05-13
688683,莱尔科技,23.29,-0.6,-0.14,4431.0,10340505.0,2.82,0.29,0.89,23.68,23.68,23.02,23.43,0.0,0.0,3.6,17.27,84.79,91.08,96.75,3.57,0.068671218,6.532321118,3.611928810959,1.930263082838,1.06,21.7504413473,27.7151373562,165243565.94,65.9425535949,10656257.32,27.869278227213,2025-03-31,155177929.0,155177929.0,3614093966.0,3614093966.0,消费电子,2021-04-12
688682,霍莱沃,28.65,0.84,0.24,18184.0,52107846.0,3.7,1.79,1.14,28.42,29.29,28.24,28.41,0.07,0.21,10.11,15.94,176.11,173.09,202.15,4.55,0.040669888,6.294303637,3.82005541046,1.310127499223,0.63,29.4435001539,24.9063550162,73098096.04,23.2605853337,4141776.44,140.987515177956,2025-03-31,101838895.0,101838895.0,2917684342.0,2917684342.0,通信服务,2021-04-20
688681,科汇股份,13.64,0.44,0.06,15369.0,20871033.0,1.33,1.47,1.09,13.49,13.67,13.49,13.58,0.07,0.07,3.96,26.65,-605.85,41.11,46.81,2.53,-0.005628473,5.397614666,2.504384186491,1.614537283749,-0.1,39.4798432297,26.4489242777,82934740.57,31.778839858,-589132.26,87.785255273771,2025-03-31,104670000.0,104670000.0,1427698800.0,1427698800.0,电网设备,2021-06-16
688680,海优新材,39.65,0.05,0.02,13495.0,53778220.0,4.04,1.61,0.94,39.5,40.85,39.25,39.63,-0.23,-0.25,11.85,17.38,-14.5,-5.58,-5.97,2.42,-0.683622466,16.378425289,19.369062058853,-3.673307360213,-3.62,-1.0437812373,48.1407786088,315524915.79,-64.0210795787,-57438181.79,-204.862662814527,2025-03-31,84020325.0,84020325.0,3331405886.0,3331405886.0,光伏设备,2021-01-22
688679,通源环境,16.85,1.32,0.22,20074.0,33450335.0,3.31,1.52,0.51,16.63,16.9,16.35,16.63,0.78,0.6,54.87,61.24,-215.32,100.69,102.03,1.96,-0.019563684,8.614302178,5.075006524543,2.230192256986,-0.23,15.066538664,60.9045457802,268671799.03,0.025878495,-2576335.17,10.126130287236,2025-03-31,131689675.0,131689675.0,2218971024.0,2218971024.0,环保行业,2020-12-25
688678,福立旺,19.49,-1.07,-0.21,74431.0,145529229.0,4.26,2.87,0.94,19.72,20.09,19.25,19.7,0.0,-0.15,-26.62,32.14,89.64,121.77,92.67,2.81,0.054353639,6.931310611,4.105788767185,1.535683192946,0.89,21.7868274662,48.003933272,338482880.88,37.5982489305,14092204.78,-48.03902906735,2025-03-31,259268836.0,259268836.0,5053149614.0,5053149614.0,消费电子,2020-12-23
688677,XD海泰新,40.24,-1.2,-0.49,9846.0,39795537.0,3.68,0.82,0.67,40.58,41.27,39.77,40.73,-0.15,0.12,0.42,8.55,25.83,33.59,35.64,3.79,0.38947142,10.615088488,4.911764319094,4.608863277026,3.49,64.9822132104,13.1047938929,146890114.27,24.8620547338,46688665.42,21.450087235144,2025-03-31,119877000.0,119877000.0,4823850480.0,4823850480.0,医疗器械,2021-02-26
688676,金盘科技,32.65,-0.49,-0.16,57316.0,187426335.0,2.93,1.25,0.83,32.61,33.4,32.44,32.81,-0.06,-0.15,-19.08,-20.21,34.96,25.55,26.11,3.44,0.233497236,9.479003376,4.686309062819,3.577015169012,2.38,24.9334069803,54.5149229028,1342678443.8,2.9046024342,107242028.23,13.316264286824,2025-03-31,459286072.0,459286072.0,14995690251.0,14995690251.0,电网设备,2021-03-09
688671,碧兴物联,19.76,0.82,0.16,3804.0,7476313.0,2.14,0.83,0.66,19.7,19.91,19.49,19.6,-0.2,-0.2,-2.9,16.99,-37.94,-33.09,-40.25,1.42,-0.130218211,13.899257117,11.577905042226,1.106762177896,-0.93,20.7951897638,18.7621478834,52826523.32,9.2382154194,-10224590.66,-443.460322390487,2025-03-31,78518900.0,45865622.0,1551533464.0,906304691.0,仪器仪表,2023-08-09
688670,金迪克,13.26,0.53,0.07,8195.0,10842833.0,1.9,0.67,0.77,13.27,13.33,13.08,13.19,0.0,-0.08,8.69,9.41,-23.23,-18.23,-17.47,1.3,-0.142705732,10.227252042,9.060076460146,-0.0473989625,-1.39,95.2432552497,16.7088851864,3463816.51,-30.9741862901,-17581346.19,18.189586022659,2025-03-31,123200000.0,123200000.0,1633632000.0,1633632000.0,化学制药,2021-08-02
688669,聚石化学,21.01,-1.59,-0.34,23605.0,49542640.0,4.03,1.95,0.61,21.17,21.46,20.6,21.35,0.05,0.43,30.01,36.08,76.18,-11.69,-10.8,1.94,0.068951571,10.81704235,7.083741904512,2.19614428406,0.64,12.4997082455,69.7788255285,1108648026.8,-7.3607099548,8366124.0,186.446017452308,2025-03-31,121333334.0,121333334.0,2549213347.0,2549213347.0,塑料制品,2021-01-25
688668,鼎通科技,55.5,0.98,0.54,49675.0,274736000.0,3.04,3.58,0.94,54.9,56.17,54.5,54.96,0.09,0.09,18.84,19.72,36.39,53.1,69.78,4.3,0.381290446,12.917598979,9.095529811703,2.449702398794,2.84,29.2043569199,19.3278859278,378692097.94,95.2540214169,52896288.61,190.118885755356,2025-03-31,138729646.0,138729646.0,7699495353.0,7699495353.0,通信设备,2020-12-21
688667,菱电电控,54.48,-1.8,-1.0,6759.0,36882095.0,3.51,1.3,0.56,55.97,55.97,54.02,55.48,-0.06,0.0,15.62,35.56,40.38,85.42,177.02,1.72,0.337295877,31.727195553,20.509196824335,9.71799872829,1.07,18.5910566835,22.5941853592,311715839.7,21.5472402405,17476021.21,4521.1563903619,2025-03-31,51812140.0,51812140.0,2822725387.0,2822725387.0,汽车零部件,2021-03-12
688665,四方光电,42.45,-0.35,-0.15,11841.0,50391103.0,3.8,1.18,0.84,42.56,43.32,41.7,42.6,0.14,0.12,2.66,30.25,32.44,33.82,37.69,3.99,0.327190204,10.64168962,4.768308378422,4.439022339361,3.13,43.4950350946,29.472913432,215470777.38,51.8770451248,32751739.4,64.982145278303,2025-03-31,100100000.0,100100000.0,4249245000.0,4249245000.0,仪器仪表,2021-02-09
688663,新风光,27.27,-0.11,-0.03,9098.0,24790205.0,1.9,0.65,0.44,27.3,27.53,27.01,27.3,0.29,0.29,5.7,25.61,34.13,23.67,21.99,2.74,0.199775939,9.952545102,4.258920546852,4.204369283922,2.0,22.6382162424,55.0170754269,395502469.68,11.809016799,28092538.45,-30.471306815657,2025-03-31,140620230.0,140620230.0,3834713672.0,3834713672.0,电网设备,2021-04-13
688662,富信科技,35.98,-0.66,-0.24,6174.0,22171767.0,1.63,0.7,0.8,35.99,36.24,35.65,36.22,-0.14,-0.14,-15.56,4.84,112.89,73.98,71.38,4.49,0.079680064,8.013219539,4.396259984248,2.512037217702,1.0,24.8624470547,26.9354689618,112134867.13,4.0770619437,7030968.86,-18.172806433019,2025-03-31,88240000.0,88240000.0,3174875200.0,3174875200.0,电子元件,2021-04-01
688661,DR和林微,34.5,-0.78,-0.27,39809.0,136191591.0,3.45,2.63,1.14,34.41,34.7,33.5,34.77,0.0,-0.17,-7.53,36.2,49.35,225.31,-601.75,4.27,0.174782823,8.073635176,6.453679187297,0.506875979448,2.17,31.3147663951,15.0446761532,208770882.29,115.9455492544,26547383.0,589.98586479373,2025-03-31,151887826.0,151649191.0,5240129997.0,5231897090.0,半导体,2021-03-29
688660,电气风电,8.43,0.72,0.06,133983.0,113061402.0,2.39,1.0,0.59,8.41,8.55,8.35,8.37,-0.12,-0.24,2.06,-6.33,-15.0,-14.79,-14.32,2.28,-0.140504027,3.69795595,3.853510309147,-1.287692331363,-3.73,15.7447354163,83.5224989554,770108634.12,64.0442547686,-187338712.63,11.608787946191,2025-03-31,1333333400.0,1333333400.0,11240000562.0,11240000562.0,风电设备,2021-05-19
688659,元琛科技,8.07,1.51,0.12,27819.0,22274884.0,2.39,1.74,1.16,7.97,8.09,7.9,7.95,0.12,0.12,9.5,19.56,128.07,-21.54,-21.22,2.35,0.0157533,3.43895101,1.568945774625,0.743557385125,0.46,26.495000043,56.5061401115,128979148.46,3.3502203286,2520528.06,55.894733279544,2025-03-31,160000000.0,160000000.0,1291200000.0,1291200000.0,环保行业,2021-03-31
688658,悦康药业,14.65,-1.48,-0.22,66660.0,97998075.0,3.03,1.48,0.62,14.86,15.0,14.55,14.87,0.0,0.0,2.81,1.67,-33.45,1282.47,53.29,1.87,-0.109491411,7.840797404,5.878171777422,0.756181723911,-1.39,44.7807443704,36.9943129559,577383322.42,-40.3468014371,-49271134.83,-171.092754516382,2025-03-31,450000000.0,450000000.0,6592500000.0,6592500000.0,化学制药,2020-12-24
688657,浩辰软件,41.92,-0.64,-0.27,3023.0,12658184.0,1.92,0.75,0.61,42.22,42.49,41.68,42.19,-0.02,-0.02,-9.89,7.57,100.03,43.02,43.59,2.01,0.104769731,20.902803566,16.391886818796,3.380372171182,0.49,91.2619791501,4.8287498027,58794021.99,4.5163491964,6863914.34,13.897093869592,2025-03-31,65514288.0,40389399.0,2746358953.0,1693123606.0,软件开发,2023-10-10
688656,浩欧博,98.8,-4.88,-5.07,15841.0,157159514.0,5.75,2.51,0.88,103.0,103.28,97.31,103.87,0.21,0.23,4.19,3.78,950.21,179.89,169.28,7.83,0.025994242,12.625706106,8.944633099691,2.489593591666,0.2,57.9804476227,18.7963105484,77612837.56,-9.3305651991,1639153.46,-56.972726777539,2025-03-31,63058328.0,63058328.0,6230162806.0,6230162806.0,医疗器械,2021-01-13
688655,迅捷兴,21.94,0.18,0.04,61506.0,137395933.0,6.26,4.61,0.83,21.9,23.17,21.8,21.9,0.0,-0.41,43.02,103.53,-150.71,-525.49,-1482.59,4.32,-0.036394647,5.076645956,2.268572555964,1.659767652148,-0.72,19.0053104593,41.8773578251,123530947.47,21.4221041739,-4854681.9,-285.474182574441,2025-03-31,133390000.0,133390000.0,2926576600.0,2926576600.0,电子元件,2021-05-11
688653,康希通信,11.55,-0.26,-0.03,41373.0,47564843.0,1.38,1.33,0.84,11.52,11.57,11.41,11.58,0.0,0.09,-15.38,-9.06,-40.58,-59.6,-64.4,3.38,-0.071154648,3.420550815,3.07347688725,-0.497290596754,-2.04,19.0461972501,9.8489484802,135355921.14,64.5315088359,-30203724.78,-25.48418199558,2025-03-31,424480000.0,310514392.0,4902744000.0,3586441228.0,半导体,2023-11-17
688652,京仪装备,54.83,-0.58,-0.32,8463.0,46398804.0,1.74,0.83,0.63,55.2,55.37,54.41,55.15,-0.04,0.0,-17.55,11.67,64.18,57.3,60.24,4.37,0.213563726,12.560585003,8.965547443274,2.417636558571,1.71,31.3716639491,48.955983984,337775516.09,54.2253326945,35878705.93,27.942796399951,2025-03-31,168000000.0,102210000.0,9211440000.0,5604174300.0,半导体,2023-11-29
688651,盛邦安全,33.46,0.24,0.08,7449.0,24796495.0,2.25,2.36,1.03,33.49,33.7,32.95,33.38,0.12,0.03,-12.64,-5.4,-47.44,-1597.82,1549.18,2.61,-0.176342714,12.842937251,10.044711766336,1.337009557023,-1.36,74.2901585147,14.2155543247,47251262.35,11.9391997488,-13296064.33,-31.792671342371,2025-03-31,75399000.0,31510426.0,2522850540.0,1054338854.0,软件开发,2023-07-26
688648,中邮科技,52.1,-3.52,-1.9,95941.0,497387565.0,7.87,14.51,0.86,53.71,54.55,50.3,54.0,0.66,1.62,99.46,123.7,-79.75,-47.16,-47.92,4.61,-0.163329995,11.296464431,8.440946186985,1.473195247426,-1.44,3.044274009,41.2381687168,228552917.03,9.6237900774,-22212879.3,-12.070538448984,2025-03-31,136000000.0,66128924.0,7085600000.0,3445316940.0,通用设备,2023-11-13
688646,ST逸飞,26.88,-0.41,-0.11,10446.0,28084505.0,1.74,1.8,0.77,26.99,27.2,26.73,26.99,0.0,-0.26,-30.07,-20.26,70.45,145.65,105.15,1.66,0.095387617,16.218651207,14.385074614286,1.89970769601,0.58,22.00300205,43.6966208747,236035977.1,97.6058772954,9077334.42,-42.695797920947,2025-03-31,95162608.0,58033362.0,2557970903.0,1559936771.0,专用设备,2023-07-28
688639,华恒生物,34.13,1.85,0.62,42602.0,144531459.0,4.21,1.71,0.81,33.56,34.7,33.29,33.51,-0.09,-0.15,11.61,5.96,41.7,55.33,44.97,3.26,0.204610275,10.477874497,4.845387261521,4.529414436851,1.97,24.3080378263,49.3802575667,687062042.25,37.1980026582,51096095.71,-40.979936092932,2025-03-31,249723997.0,249723997.0,8523080018.0,8523080018.0,化学制品,2021-04-22
688638,誉辰智能,31.68,0.0,0.0,1816.0,5741250.0,1.61,0.7,0.56,31.66,31.88,31.37,31.68,0.89,0.03,-2.22,13.14,-9.67,-11.41,-13.86,1.93,-0.819227068,16.431368965,16.158074528571,-0.59621635875,-4.84,9.4578553492,59.4286935142,95604339.21,-27.0888376359,-45876715.83,-150.385297205248,2025-03-31,56000000.0,25793561.0,1774080000.0,817140012.0,电池,2023-07-12
688636,智明达,29.75,2.06,0.6,42708.0,128066672.0,5.49,2.55,1.81,29.01,30.61,29.01,29.15,0.0,0.0,16.76,58.58,149.97,128.3,256.47,4.55,0.049594286,6.542081166,2.718524012619,2.50723432729,0.75,51.2684753894,33.6098434749,80687234.34,64.6918786342,8317788.48,174.8113542315,2025-03-31,167716671.0,167627405.0,4989570962.0,4986915299.0,互联网服务,2021-04-08
688633,星球石墨,28.23,1.26,0.35,6906.0,19409424.0,2.55,0.48,0.68,27.91,28.46,27.75,27.88,0.0,-0.14,-7.14,2.02,60.94,30.0,27.66,2.57,0.115806452,10.972634021,5.529177214056,4.136941216492,1.04,32.5642992813,44.8172008783,127838155.86,8.3944147661,16792962.72,-40.811658121487,2025-03-31,145008870.0,143763290.0,4093600400.0,4058437677.0,专用设备,2021-03-24
688631,莱斯信息,83.78,0.16,0.13,18086.0,152585117.0,4.04,2.86,0.52,83.98,86.5,83.12,83.65,-0.01,0.02,-19.83,-3.8,-229.28,105.48,106.13,7.16,-0.091352552,11.695409733,7.724609111152,2.501467778675,-0.78,36.5144779653,44.2031778855,108871658.6,-55.527798978,-14933401.65,5.097157370195,2025-03-31,163470000.0,63235200.0,13695516600.0,5297845056.0,软件开发,2023-06-28
688630,芯碁微装,76.8,-2.9,-2.29,26450.0,205368129.0,3.0,2.01,0.95,78.09,79.09,76.72,79.09,0.0,-0.16,19.7,33.06,48.77,58.55,62.96,4.78,0.393703831,16.050228382,10.604309872128,4.499849637222,2.48,41.2502870892,25.366778657,242243054.27,22.3116576456,51866824.57,30.448605042305,2025-03-31,131740716.0,131740716.0,10117686989.0,10117686989.0,专用设备,2021-04-01
688629,华丰科技,53.29,0.19,0.1,86842.0,464321094.0,2.58,4.87,1.07,53.19,54.25,52.88,53.19,-0.04,0.04,-13.66,59.12,193.06,6631.6,-1383.97,16.45,0.069005474,3.238556143,1.730405372204,0.429218221443,2.11,27.9048821186,48.699160413,405525885.18,79.8243026545,31811028.66,207.17329807797,2025-03-31,460992831.0,178325601.0,24566307964.0,9502971277.0,电子元件,2023-06-27
688628,优利德,34.08,-0.41,-0.14,5429.0,18537060.0,1.37,0.49,0.73,34.38,34.38,33.91,34.22,-0.2,-0.09,-12.86,-7.49,17.28,20.71,20.77,2.94,0.492986765,11.603495286,5.501109364532,4.736976817036,4.36,42.957942055,25.1256156598,311046902.64,9.5790492788,55106577.26,0.910690174604,2025-03-31,111781048.0,111653848.0,3809498116.0,3805163140.0,仪器仪表,2021-02-01
688627,精智达,82.59,0.13,0.11,12280.0,101078251.0,2.67,1.72,0.8,81.5,83.36,81.16,82.48,0.0,-0.11,5.09,13.28,-119.7,99.05,96.86,4.62,-0.172486884,17.86794318,14.653561149067,2.640978800906,-0.95,27.7113265455,17.8599330953,152111547.64,83.163258281,-16215794.47,-12.277689762644,2025-03-31,94011754.0,71411570.0,7764430763.0,5897881566.0,专用设备,2023-07-18
688626,翔宇医疗,39.03,-0.43,-0.17,15196.0,59544981.0,3.52,0.95,0.64,39.38,40.12,38.74,39.2,0.03,-0.03,-2.11,32.8,68.02,71.93,60.66,3.13,0.143443835,12.476774643,8.100782118375,4.137438952313,1.11,65.3036018609,34.0569422045,186048007.84,10.0241104337,22951013.6,-41.26243967045,2025-03-31,160000000.0,160000000.0,6244800000.0,6244800000.0,医疗器械,2021-03-31
688625,呈和科技,45.9,-1.06,-0.49,5983.0,27498388.0,2.03,0.44,0.68,46.22,46.46,45.52,46.39,-0.09,0.04,21.43,21.3,21.73,23.89,24.82,4.59,0.528083652,9.995952102,3.664264177611,4.988879445433,5.23,47.1459230888,58.7720901593,220168710.25,14.9653466393,71464345.04,15.824359990499,2025-03-31,135327698.0,135327698.0,6211541338.0,6211541338.0,化学制品,2021-06-07
688623,双元科技,63.04,-0.57,-0.36,2067.0,13077199.0,1.18,1.11,0.64,63.01,63.64,62.89,63.4,-0.27,-0.28,11.63,15.16,36.8,42.43,42.92,1.73,0.428224351,36.384348161,30.92409246213,4.467673197199,1.18,49.1865664131,18.3682241894,77760777.3,-9.0715946092,25326344.34,4.173294021046,2025-03-31,59142700.0,18666056.0,3728355808.0,1176708170.0,专用设备,2023-06-08
688622,禾信仪器,81.6,2.0,1.6,5720.0,46810989.0,4.44,0.81,1.0,80.56,83.0,79.45,80.0,-0.23,-0.17,2.0,34.63,-203.26,-151.08,-124.97,15.0,-0.100362646,5.440239151,4.029045965492,0.135718232404,-1.86,31.196542395,58.1471569499,31672994.67,-32.0366750222,-7068804.09,52.934472863338,2025-03-31,70432620.0,70432620.0,5747301792.0,5747301792.0,仪器仪表,2021-09-13
688621,阳光诺和,54.23,-1.49,-0.82,52761.0,285981552.0,3.18,4.71,0.71,55.4,55.4,53.65,55.05,-0.06,0.06,24.38,43.85,51.34,45.25,34.24,6.0,0.264094417,9.039315177,3.355911168482,5.135077397679,2.81,46.569753471,51.7616448914,230839657.82,-8.4928881641,29578574.65,-59.344305970006,2025-03-31,112000000.0,112000000.0,6073760000.0,6073760000.0,医疗服务,2021-06-21
688620,安凯微,12.37,2.32,0.28,139818.0,171208236.0,4.63,6.12,1.49,12.1,12.48,11.92,12.09,0.32,-0.16,-20.86,23.08,-54.85,-65.56,-85.42,3.42,-0.05638365,3.61792216,2.558107220204,0.07917527426,-1.55,17.1617816132,14.0114864226,101848794.28,-8.0983331731,-22102390.63,-350.321010228657,2025-03-31,392000000.0,228398520.0,4849040000.0,2825289692.0,半导体,2023-06-27
688619,罗普特,10.17,1.09,0.11,23957.0,24166670.0,2.19,1.29,1.48,10.08,10.2,9.98,10.06,0.0,0.2,2.62,16.23,-19.15,-9.58,-9.76,2.17,-0.132771406,4.678942266,5.239619259353,-1.330345733752,-2.8,16.9753537929,40.3776257246,20492316.64,-13.9977852816,-24620869.59,-16.730132768123,2025-03-31,185438042.0,185438042.0,1885904887.0,1885904887.0,互联网服务,2021-02-23
688618,三旺通信,22.0,0.78,0.17,9013.0,19759970.0,1.37,0.82,0.65,22.02,22.06,21.76,21.83,0.09,0.09,-10.61,4.71,76.14,95.84,73.97,2.79,0.072239094,7.880749472,3.831530392082,2.71855921115,0.92,60.1773692062,15.3747548992,80785590.15,7.0063671471,7972658.96,-48.439050924527,2025-03-31,110364881.0,110047848.0,2428027382.0,2421052656.0,通信设备,2020-12-30
688617,惠泰医疗,394.0,0.51,2.0,5043.0,198066578.0,2.68,0.52,0.58,391.33,397.89,387.39,392.0,0.12,0.13,6.78,5.82,52.3,53.5,56.92,14.07,1.883290532,28.012217402,7.707690316657,18.730641285724,7.02,73.0872832356,12.9790497086,564276710.67,23.9277174555,183151687.9,30.688372672147,2025-03-31,97250894.0,97250894.0,38316852236.0,38316852236.0,医疗器械,2021-01-07
688616,西力科技,11.86,0.94,0.11,23409.0,27653461.0,1.79,1.3,1.12,11.78,11.91,11.7,11.75,-0.08,-0.08,5.89,14.15,25.36,19.79,20.51,2.49,0.116903762,4.753688267,1.785244182789,1.819185799907,2.49,36.2897051682,16.8084307334,100871693.75,-5.4839119808,20969993.99,22.074274808059,2025-03-31,179378265.0,179378265.0,2127426223.0,2127426223.0,电网设备,2021-03-18
688615,合合信息,158.21,-3.03,-4.95,8949.0,142560206.0,3.06,3.2,1.01,162.99,162.99,158.0,163.16,-0.1,0.0,-16.71,10.5,47.68,52.94,55.3,8.61,0.829597957,18.384277003,10.091044440071,7.009776526,4.28,85.5998280413,22.7598475335,394996238.33,20.9367978313,116143713.97,18.155318740112,2025-03-31,140000000.0,28000000.0,22149400000.0,4429880000.0,软件开发,2024-09-26
688613,奥精医疗,19.7,-3.0,-0.61,88079.0,176166083.0,5.12,6.43,1.34,20.15,20.52,19.48,20.31,0.05,-0.2,16.91,9.2,647.87,-145.43,-213.16,1.9,0.007601843,10.376321196,7.171678936482,1.862523254236,0.07,60.7078617701,8.6525082471,42459701.13,-10.3485710858,1041517.76,-84.988445804482,2025-03-31,137008584.0,137008584.0,2699069105.0,2699069105.0,医疗器械,2021-05-21
688612,威迈斯,24.85,-0.4,-0.1,9515.0,23719630.0,1.52,0.37,0.66,24.99,25.18,24.8,24.95,0.0,-0.12,-19.86,5.56,25.93,27.04,26.14,3.28,0.239564229,7.586314085,4.924635563161,1.471094042395,3.05,17.8938189212,54.9462900047,1353448723.7,-1.0192617432,100846273.12,-11.695811707634,2025-03-31,420957142.0,253926995.0,10460784979.0,6310085826.0,汽车零部件,2023-07-26
688611,杭州柯林,31.37,2.99,0.91,21848.0,67223282.0,4.33,1.42,1.13,30.48,31.5,30.18,30.46,0.0,0.19,-17.79,32.14,255.91,65.69,65.88,5.51,0.030645021,5.694747634,1.928619971563,2.444890790966,0.53,65.5908298673,20.0864208373,34154581.83,8.665600485,4700627.54,4.671007996321,2025-03-31,153389600.0,153389600.0,4811831752.0,4811831752.0,电网设备,2021-04-12
688610,埃科光电,36.51,1.05,0.38,2686.0,9765273.0,1.3,0.67,1.11,36.13,36.58,36.11,36.13,0.0,-0.11,-4.1,5.22,71.97,163.56,157.9,1.7,0.126815425,21.491100174,19.450958317794,1.589925833971,0.59,39.8288797456,5.8574918775,74848686.08,19.0189862523,8623448.88,-5.935149301519,2025-03-31,68000000.0,40252568.0,2482680000.0,1469621258.0,仪器仪表,2023-07-19
688609,九联科技,10.37,-0.19,-0.02,83026.0,85779524.0,1.73,1.66,0.86,10.43,10.43,10.25,10.39,0.19,0.29,-5.47,-2.17,-22.95,-25.56,-36.56,5.95,-0.112968127,1.744262721,0.64995711816,0.04937198712,-6.28,7.2708042226,75.2976859501,546257278.34,-17.4514462229,-56484063.5,-1348.74632224735,2025-03-31,500000000.0,500000000.0,5185000000.0,5185000000.0,通信设备,2021-03-23
688608,恒玄科技,387.55,1.72,6.55,21997.0,850983918.0,4.95,1.83,0.99,379.7,395.65,376.8,381.0,-0.03,-0.47,7.06,19.11,61.05,74.63,101.04,6.94,1.587078856,55.855911642,43.86829227152,10.832316003377,2.88,38.4665523404,6.4080263951,994502617.04,52.253579485,190521768.4,590.223994366144,2025-03-31,120045559.0,120045559.0,46523656390.0,46523656390.0,半导体,2020-12-16
688607,康众医疗,19.24,0.37,0.07,9413.0,17994686.0,2.09,1.07,0.7,19.09,19.32,18.92,19.17,-0.26,-0.26,18.99,45.21,-129.19,128.43,96.05,1.98,-0.037232818,9.693872513,6.238313459424,2.189083725615,-0.38,35.8888742147,9.1660991319,58438952.04,10.3251093476,-3281292.0,-380.735324891507,2025-03-31,88129027.0,88129027.0,1695602479.0,1695602479.0,医疗器械,2021-02-01
688606,奥泰生物,65.02,0.32,0.21,6713.0,43571478.0,2.18,0.85,0.47,64.68,65.8,64.39,64.81,0.03,0.11,-18.48,2.72,21.05,16.16,17.04,1.35,0.772144706,48.323702799,21.581824177603,23.403301510686,1.59,55.6299707957,6.116363426,208475751.58,4.2791201216,61216292.5,36.677332742147,2025-03-31,79280855.0,79280855.0,5154841192.0,5154841192.0,医疗器械,2021-03-25
688605,先锋精科,56.01,-1.34,-0.76,12963.0,72716934.0,1.99,3.41,1.1,56.5,56.77,55.64,56.77,0.04,0.09,-25.62,-27.15,67.5,54.2,52.98,7.42,0.20745018,7.547942758,4.666413267633,1.703262093091,2.79,27.7593724244,23.1178919064,299978544.28,38.5799006829,41983737.53,-10.26200670137,2025-03-31,202379856.0,38045127.0,11335295735.0,2130907563.0,半导体,2024-12-12
688603,天承科技,66.46,0.05,0.03,4297.0,28362881.0,2.59,1.39,0.54,66.27,66.6,64.88,66.43,-0.05,0.15,-11.03,-17.61,73.52,73.7,74.72,5.0,0.225987223,13.304651903,9.316189461768,2.80831102236,1.68,42.1873381096,9.3400263404,101527715.09,26.7695964819,18973252.65,5.756508811038,2025-03-31,83957192.0,31022309.0,5579794980.0,2061742656.0,电子化学品,2023-07-10
688602,康鹏科技,8.44,-1.52,-0.13,65542.0,55405119.0,4.32,2.57,0.57,8.58,8.69,8.32,8.57,0.0,0.12,19.89,22.14,35.78,-115.12,-88.5,1.56,0.058972908,5.402810916,2.974567670142,1.326262697723,1.1,28.3737165577,13.8868931472,243177446.14,44.2730915069,30629054.29,59.733171479852,2025-03-31,519375000.0,254977224.0,4383525000.0,2152007771.0,化学制品,2023-07-20
688601,力芯微,36.8,3.4,1.21,39972.0,145339047.0,4.83,2.99,2.48,35.59,36.98,35.26,35.59,-0.11,-0.08,-17.34,-11.18,123.32,59.74,39.09,4.03,0.074600068,9.141332783,4.179421606789,3.767177177587,0.74,44.130265934,7.0205640416,164215216.85,-25.518496547,9973484.46,-81.349967646019,2025-03-31,133692700.0,133692700.0,4919891360.0,4919891360.0,半导体,2021-06-28
688600,皖仪科技,21.64,1.84,0.39,24252.0,52112759.0,3.25,1.8,0.69,21.31,21.84,21.15,21.25,0.19,-0.28,32.27,60.89,-133.7,68.47,202.33,3.94,-0.040464577,5.488595086,3.504635954571,1.710649249427,-0.7,50.0370290394,37.3137660666,134286929.36,16.8664084983,-5450922.09,83.784925425382,2025-03-31,134708490.0,134708490.0,2915091724.0,2915091724.0,仪器仪表,2020-07-03
688599,天合光能,14.13,0.86,0.12,136060.0,191600229.0,1.78,0.62,0.55,14.09,14.24,13.99,14.01,-0.07,-0.14,-16.74,-26.79,-5.83,-5.83,-8.94,1.25,-0.605536847,11.277719023,8.21806166169,2.160545927798,-5.12,6.6123912745,74.9721356569,14335076784.4,-21.4771788782,-1319686059.24,-355.882649088018,2025-03-31,2179365412.0,2179365412.0,30794433272.0,30794433272.0,光伏设备,2020-06-10
